Notes,Month,Month_Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Jan., 2016",2016-01,Intentional self-harm by other and unspecified firearm discharge,X74,1178,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,Assault by handgun discharge,X93,72,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,"Assault by rifle, shotgun and larger firearm discharge",X94,39,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,Assault by other and unspecified firearm discharge,X95,964,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,"Other and unspecified firearm discharge, undetermined intent",Y24,19,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,Legal intervention involving firearm discharge,Y35.0,41,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,Handgun discharge,W32,5,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,Discharge from other and unspecified firearms,W34,23,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,Intentional self-harm by handgun discharge,X72,468,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,234,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,Intentional self-harm by other and unspecified firearm discharge,X74,1062,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,Assault by handgun discharge,X93,76,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,"Assault by rifle, shotgun and larger firearm discharge",X94,38,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,Assault by other and unspecified firearm discharge,X95,789,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,"Other and unspecified firearm discharge, undetermined intent",Y24,15,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2016",2016-02,Legal intervention involving firearm discharge,Y35.0,40,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,Handgun discharge,W32,4,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,Discharge from other and unspecified firearms,W34,24,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,Intentional self-harm by handgun discharge,X72,534,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,271,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,Intentional self-harm by other and unspecified firearm discharge,X74,1243,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,Assault by handgun discharge,X93,93,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,"Assault by rifle, shotgun and larger firearm discharge",X94,50,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,Assault by other and unspecified firearm discharge,X95,957,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,"Handgun discharge, undetermined intent",Y22,6,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,"Other and unspecified firearm discharge, undetermined intent",Y24,18,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2016",2016-03,Legal intervention involving firearm discharge,Y35.0,37,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,Handgun discharge,W32,9,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,"Rifle, shotgun and larger firearm discharge",W33,2,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,Discharge from other and unspecified firearms,W34,28,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,Intentional self-harm by handgun discharge,X72,488,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,252,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,Intentional self-harm by other and unspecified firearm discharge,X74,1177,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,Assault by handgun discharge,X93,79,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,"Assault by rifle, shotgun and larger firearm discharge",X94,55,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,Assault by other and unspecified firearm discharge,X95,1002,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,"Handgun discharge, undetermined intent",Y22,7,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,"Other and unspecified firearm discharge, undetermined intent",Y24,23,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2016",2016-04,Legal intervention involving firearm discharge,Y35.0,42,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,Handgun discharge,W32,8,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,Discharge from other and unspecified firearms,W34,27,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,Intentional self-harm by handgun discharge,X72,500,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,245,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,Intentional self-harm by other and unspecified firearm discharge,X74,1183,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,Assault by handgun discharge,X93,83,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,"Assault by rifle, shotgun and larger firearm discharge",X94,41,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,Assault by other and unspecified firearm discharge,X95,1067,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,"Other and unspecified firearm discharge, undetermined intent",Y24,18,Not Applicable,Not Applicable,Not Applicable
,"May, 2016",2016-05,Legal intervention involving firearm discharge,Y35.0,43,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,Intentional self-harm by handgun discharge,X72,496,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,225,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,Intentional self-harm by other and unspecified firearm discharge,X74,1147,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,Assault by handgun discharge,X93,87,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,"Assault by rifle, shotgun and larger firearm discharge",X94,42,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,Assault by other and unspecified firearm discharge,X95,1154,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,"Other and unspecified firearm discharge, undetermined intent",Y24,18,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2016",2016-06,Legal intervention involving firearm discharge,Y35.0,54,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,Discharge from other and unspecified firearms,W34,32,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,Intentional self-harm by handgun discharge,X72,568,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,251,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,Intentional self-harm by other and unspecified firearm discharge,X74,1233,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,Assault by handgun discharge,X93,80,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,"Assault by rifle, shotgun and larger firearm discharge",X94,44,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,Assault by other and unspecified firearm discharge,X95,1218,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,"Handgun discharge, undetermined intent",Y22,6,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,"Other and unspecified firearm discharge, undetermined intent",Y24,17,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2016",2016-07,Legal intervention involving firearm discharge,Y35.0,40,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,"Rifle, shotgun and larger firearm discharge",W33,6,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,Discharge from other and unspecified firearms,W34,31,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,Intentional self-harm by handgun discharge,X72,566,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,257,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,Intentional self-harm by other and unspecified firearm discharge,X74,1214,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,Assault by handgun discharge,X93,116,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,"Assault by rifle, shotgun and larger firearm discharge",X94,45,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,Assault by other and unspecified firearm discharge,X95,1178,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,"Handgun discharge, undetermined intent",Y22,2,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,"Other and unspecified firearm discharge, undetermined intent",Y24,26,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2016",2016-08,Legal intervention involving firearm discharge,Y35.0,49,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,"Rifle, shotgun and larger firearm discharge",W33,7,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,Discharge from other and unspecified firearms,W34,27,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,Intentional self-harm by handgun discharge,X72,501,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,238,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,Intentional self-harm by other and unspecified firearm discharge,X74,1162,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,Assault by handgun discharge,X93,84,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,"Assault by rifle, shotgun and larger firearm discharge",X94,48,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,Assault by other and unspecified firearm discharge,X95,1127,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,"Handgun discharge, undetermined intent",Y22,8,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,"Other and unspecified firearm discharge, undetermined intent",Y24,17,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2016",2016-09,Legal intervention involving firearm discharge,Y35.0,35,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,Handgun discharge,W32,11,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,Intentional self-harm by handgun discharge,X72,522,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,247,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,Intentional self-harm by other and unspecified firearm discharge,X74,1202,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,Assault by handgun discharge,X93,89,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,"Assault by rifle, shotgun and larger firearm discharge",X94,39,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,Assault by other and unspecified firearm discharge,X95,1162,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,"Other and unspecified firearm discharge, undetermined intent",Y24,22,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2016",2016-10,Legal intervention involving firearm discharge,Y35.0,50,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,Handgun discharge,W32,10,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,"Rifle, shotgun and larger firearm discharge",W33,9,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,Discharge from other and unspecified firearms,W34,31,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,Intentional self-harm by handgun discharge,X72,482,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,213,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,Intentional self-harm by other and unspecified firearm discharge,X74,1075,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,Assault by handgun discharge,X93,94,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,"Assault by rifle, shotgun and larger firearm discharge",X94,46,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,Assault by other and unspecified firearm discharge,X95,1143,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,"Handgun discharge, undetermined intent",Y22,5,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,"Other and unspecified firearm discharge, undetermined intent",Y24,20,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2016",2016-11,Legal intervention involving firearm discharge,Y35.0,39,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,Handgun discharge,W32,11,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,Discharge from other and unspecified firearms,W34,34,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,Intentional self-harm by handgun discharge,X72,511,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,229,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,Intentional self-harm by other and unspecified firearm discharge,X74,1060,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,Assault by handgun discharge,X93,100,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,"Assault by rifle, shotgun and larger firearm discharge",X94,35,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,Assault by other and unspecified firearm discharge,X95,1079,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,"Handgun discharge, undetermined intent",Y22,5,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,5,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,"Other and unspecified firearm discharge, undetermined intent",Y24,14,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2016",2016-12,Legal intervention involving firearm discharge,Y35.0,40,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,Handgun discharge,W32,12,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,"Rifle, shotgun and larger firearm discharge",W33,6,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,Discharge from other and unspecified firearms,W34,31,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,Intentional self-harm by handgun discharge,X72,533,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,225,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,Intentional self-harm by other and unspecified firearm discharge,X74,1142,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,Assault by handgun discharge,X93,102,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,"Assault by rifle, shotgun and larger firearm discharge",X94,44,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,Assault by other and unspecified firearm discharge,X95,1164,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,"Other and unspecified firearm discharge, undetermined intent",Y24,25,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2017",2017-01,Legal intervention involving firearm discharge,Y35.0,47,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,"Rifle, shotgun and larger firearm discharge",W33,6,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,Discharge from other and unspecified firearms,W34,19,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,Intentional self-harm by handgun discharge,X72,476,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,227,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,Intentional self-harm by other and unspecified firearm discharge,X74,1059,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,Assault by handgun discharge,X93,95,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,"Assault by rifle, shotgun and larger firearm discharge",X94,48,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,Assault by other and unspecified firearm discharge,X95,909,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,"Other and unspecified firearm discharge, undetermined intent",Y24,23,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2017",2017-02,Legal intervention involving firearm discharge,Y35.0,46,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,Handgun discharge,W32,14,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,"Rifle, shotgun and larger firearm discharge",W33,1,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,Discharge from other and unspecified firearms,W34,29,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,Intentional self-harm by handgun discharge,X72,513,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,243,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,Intentional self-harm by other and unspecified firearm discharge,X74,1215,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,Assault by handgun discharge,X93,80,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,"Assault by rifle, shotgun and larger firearm discharge",X94,45,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,Assault by other and unspecified firearm discharge,X95,918,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,"Handgun discharge, undetermined intent",Y22,5,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,5,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,"Other and unspecified firearm discharge, undetermined intent",Y24,30,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2017",2017-03,Legal intervention involving firearm discharge,Y35.0,45,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,Intentional self-harm by handgun discharge,X72,560,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,262,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,Intentional self-harm by other and unspecified firearm discharge,X74,1256,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,Assault by handgun discharge,X93,82,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,"Assault by rifle, shotgun and larger firearm discharge",X94,36,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,Assault by other and unspecified firearm discharge,X95,1014,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,"Handgun discharge, undetermined intent",Y22,6,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,"Other and unspecified firearm discharge, undetermined intent",Y24,21,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2017",2017-04,Legal intervention involving firearm discharge,Y35.0,37,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,Handgun discharge,W32,4,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,Discharge from other and unspecified firearms,W34,20,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,Intentional self-harm by handgun discharge,X72,544,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,249,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,Intentional self-harm by other and unspecified firearm discharge,X74,1360,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,Assault by handgun discharge,X93,93,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,"Assault by rifle, shotgun and larger firearm discharge",X94,42,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,Assault by other and unspecified firearm discharge,X95,1140,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,"Other and unspecified firearm discharge, undetermined intent",Y24,26,Not Applicable,Not Applicable,Not Applicable
,"May, 2017",2017-05,Legal intervention involving firearm discharge,Y35.0,46,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,Handgun discharge,W32,11,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,Discharge from other and unspecified firearms,W34,33,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,Intentional self-harm by handgun discharge,X72,541,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,248,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,Intentional self-harm by other and unspecified firearm discharge,X74,1187,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,Assault by handgun discharge,X93,90,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,"Assault by rifle, shotgun and larger firearm discharge",X94,43,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,Assault by other and unspecified firearm discharge,X95,1097,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,"Other and unspecified firearm discharge, undetermined intent",Y24,25,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2017",2017-06,Legal intervention involving firearm discharge,Y35.0,43,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,Discharge from other and unspecified firearms,W34,30,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,Intentional self-harm by handgun discharge,X72,572,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,245,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,Intentional self-harm by other and unspecified firearm discharge,X74,1266,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,Assault by handgun discharge,X93,86,Not Applicable,Not Applicable,Not Applicable
